Id,price
0,19426.168566018576
1,17806.27056490304
2,18350.572582987603
3,17160.363119215006
4,8440.135765830055
5,18973.3013276821
6,4321.837892050622
7,8216.12564821518
8,18606.559418359306
9,20517.784547686344
10,18894.938742018538
11,1033.4562085119542
12,15813.983032874297
13,11802.101987200323
14,18101.93820310128
15,11035.397394588916
16,20375.05164133478
17,17871.673614104977
18,16775.81680674781
19,14242.239937980426
20,3647.913876038976
21,3416.4530266174115
22,15017.314666261198
23,19330.031987901777
24,21228.655923083425
25,21844.090199374594
26,21495.780639774865
27,19153.64899698994
28,5481.976723297499
29,18032.05664344621
30,19568.310125784483
31,15668.884384390665
32,15834.475580253871
33,4045.5225044505205
34,19397.567503152182
35,19369.999592445092
36,10686.985462907469
37,18934.44121762435
38,20054.10748232412
39,20254.06267941557
40,17497.76992155332
41,18059.72443656344
42,19689.30675248825
43,17977.319120259956
44,18986.92791550141
45,20650.672533656005
46,15954.683934504399
47,13961.228419146035
48,20519.256508510094
49,5198.96875041374
50,20781.10846207454
51,3633.902471373556
52,17947.789278463926
53,18310.818914835807
54,17552.3990740499
55,20614.318899136968
56,15683.601478950586
57,10533.099156058859
58,10443.494958728086
59,18894.42594849225
60,17708.80739380652
61,21053.058918446302
62,12985.487444849452
63,21407.237227352103
64,21330.570034953067
65,20101.713005895028
66,20114.42441844684
67,20586.139278704533
68,17131.583690417232
69,20649.77875234722
70,18957.914222139865
71,21889.818598509766
72,16621.635281917406
73,16164.452151156729
74,18383.725717523834
75,15388.462209957186
76,17823.74050584156
77,22133.034902808256
78,12968.875869771466
79,23188.995483246166
80,11225.379060757812
81,19008.251993383514
82,18959.86853054748
83,17365.262614606414
84,3713.571910938248
85,16617.83047692757
86,17701.166368742706
87,21597.68686082866
88,20028.45558965509
89,14988.80793227302
90,21650.675064432202
91,16687.03833111981
92,20436.601410415722
93,19031.377277615946
94,12373.859869759297
95,21241.372952661244
96,19195.440778538352
97,11124.645717469277
98,22604.12615301856
99,16421.359877937706
100,17115.608307494083
101,19620.088416244136
102,21236.358999600634
103,17184.48895863886
104,14499.23822074919
105,19672.583461833652
106,17871.407156520057
107,17785.913198318332
108,15073.73138137511
109,21768.059450289933
110,5286.222939506872
111,12879.998192842351
112,18112.777563915355
113,10503.801910905167
114,16713.630602217745
115,16411.29504895443
116,18973.436207713326
117,22582.246362338774
118,18159.32474794169
119,22269.833768283017
120,12288.992969144834
121,16905.02033299068
122,19360.52725736634
123,19908.51906708628
124,15862.051321932813
125,4244.496563013177
126,20319.929155563004
127,16356.725307390327
128,19732.28011406469
129,12753.891782877268
130,10721.787047968246
131,17591.01877326006
132,3287.3682284241077
133,1725.4819860938005
134,14919.912856388139
135,16255.614118745318
136,16710.077304719016
137,15305.689402990509
138,18086.878692311235
139,17123.66586265294
140,17861.658386947587
141,19094.83521420369
142,15978.811987308087
143,17939.73172330507
144,11436.158341333037
145,15642.213895907858
146,22073.765234775143
147,18536.961915712338
148,14554.297397440765
149,15132.473647053586
150,9063.88723326358
151,11944.484294137452
152,18880.123597989324
153,19038.28510324983
154,11926.317297322676
155,12925.010870845523
156,13749.170618807198
157,3697.130703642266
158,19431.723173938924
159,17853.20880299993
160,19165.882176346146
161,18380.198967041913
162,12339.306585760554
163,12363.08749099751
164,18792.241300463444
165,5382.0553877179045
166,20786.540252478095
167,17421.56243421696
168,12554.003132307203
169,19523.168737511383
170,16052.833523391513
171,20549.561889703153
172,17844.88692396111
173,17960.09625761467
174,19303.274916883325
175,6239.099098972045
176,15448.960643873084
177,16593.846176686697
178,11979.025877787033
179,22550.848511872347
180,16853.256850706413
181,22872.165729833534
182,19293.19961957913
183,17799.40249533765
184,21160.978144984227
185,11133.663014431717
186,11710.80986959394
187,15512.102903089253
188,21367.01243046997
189,14224.766160164261
190,19118.071429251693
191,21395.220155087532
192,20398.848926625913
193,18538.66260497272
194,19054.022248151246
195,18608.891187275527
196,16821.565784224076
197,15307.387273287866
198,18519.866301517934
199,10499.37651111302
200,15746.687428192701
201,18115.262445497792
202,15604.5750539992
203,22106.3665046487
204,22290.786590655334
205,14047.882879330311
206,18579.97897447669
207,19217.327528703492
208,21152.129582925234
209,14882.688459276687
210,18865.072447396116
211,17854.137581929564
212,19722.272855684394
213,18765.61251380085
214,11401.625554871513
215,9868.30170630361
216,18561.83314427617
217,18126.22710486641
218,15289.294893664075
219,12163.808647809317
220,18375.005841020728
221,18383.090033603832
222,18250.005504531786
223,-1999.7345266630873
224,19272.350041031837
225,1343.3888583474327
226,8854.2481849459
227,20422.510132367956
228,20128.925971860765
229,19903.75870768912
230,11059.060088670347
231,17277.681113071973
232,17626.431118010543
233,10604.74382470618
234,11385.572217652341
235,14692.774881971069
236,17132.415927088587
237,16860.31345903105
238,18534.257402597228
239,11893.222272764193
240,20271.27667213767
241,20719.179029735038
242,18509.919392093085
243,15680.24325508345
244,15497.068777915556
245,6932.332085481146
246,19526.759091407526
247,16893.099802983925
248,20216.371482070535
249,17884.964049861534
250,12021.732684157556
251,16417.855912392726
252,19459.12703389884
253,17269.958818268264
254,19343.29557587765
255,12986.202561304672
256,16552.706559314858
257,11479.022955777124
258,24889.55175403133
259,17629.77411586931
260,3040.030552390963
261,17626.652928678086
262,10989.875838751439
263,19898.266749044647
264,20465.290284407092
265,21647.318140153075
266,19994.046926017385
267,14317.305208625738
268,5606.954628345557
269,19248.78028596728
270,15584.520477150101
271,19054.578332510777
272,15133.537343688775
273,11766.39505420532
274,5600.520966527518
275,21270.875852353405
276,20124.728382958332
277,20667.4106650257
278,10906.07910045865
279,18772.86039052205
280,20981.13123569917
281,12995.585950742243
282,19474.23685507709
283,19176.5963852501
284,6945.858790890314
285,6405.05170180602
286,16145.409825989045
287,18346.110037880484
288,20112.30769620207
289,18360.9716514186
290,15246.702379380353
291,19834.5267869432
292,20765.86919046589
293,19771.7438905139
294,16332.765925791115
295,12547.767056101933
296,16621.998281761073
297,16509.482269446366
298,21998.681039744057
299,17097.263301291736
300,2945.4624495836906
301,19210.75867563067
302,20285.242997155758
303,16161.073488265509
304,12970.424491077196
305,18470.244090112392
306,18755.21041925554
307,15405.064531211043
308,17996.38834898756
309,23715.253343835007
310,14250.55410573911
311,6986.259767085547
312,16726.38674367522
313,2767.1839449701365
314,18455.365279590478
315,17430.365946181817
316,21621.529961091233
317,15896.204705143813
318,18305.050720148953
319,20400.717430552468
320,17823.74050584156
321,16346.037873963825
322,6766.906231785193
323,13849.124832137022
324,11186.2032382295
325,2422.9075447435025
326,17292.64260902023
327,23415.71555949049
328,17712.382598716067
329,4315.450458056061
330,4554.154105104739
331,-653.5183031223714
332,13396.06223424687
333,21390.145201666746
334,12215.380902413046
335,22278.315590178827
336,15911.384842747357
337,17667.045339033008
338,16261.870852277614
339,19609.526312788716
340,19922.784916616743
341,18945.485675434815
342,19330.031987901777
343,17345.762128372677
344,16050.415033810074
345,18617.76850028592
346,17890.638113059103
347,18732.238612717483
348,14377.205579492962
349,15190.325509250397
350,16918.395913992543
351,19229.63874014467
352,20062.427356274333
353,21438.098692904925
354,20799.13007607148
355,17391.621688160347
356,16481.81436677277
357,9922.485959791346
358,9366.482232287526
359,14900.685540764825
360,20250.21304211719
361,14006.818063847022
362,19010.55425170227
363,19286.426905706292
364,12390.653006668668
365,16179.332179975463
366,18452.765790094156
367,24274.967145164264
368,20968.23094369052
369,18614.36464019725
370,15361.946358661866
371,16387.730013170745
372,18466.563800451113
373,11800.272842019796
374,11247.796674036654
375,19889.516696458682
376,18939.78840537253
377,9998.201073149685
378,488.7005740934983
379,14517.033009606414
380,9215.097043549875
381,17271.06804317911
382,5924.443152576918
383,19654.22982161306
384,7507.1616792965215
385,18170.459510785295
386,14953.682099458296
387,17891.35128430091
388,10035.64507103758
389,17795.136341770878
390,6189.7541062699165
391,18391.66922019259
392,17652.61376772751
393,14519.184430646943
394,16303.72225278779
395,5188.853452554904
396,4482.42861839314
397,17942.949862706475
398,19349.47045369749
399,22306.87813682435
400,19514.7512787336
401,20195.231003020424
402,14913.547752166167
403,11217.013346194057
404,17996.394586212467
405,9661.326063663932
406,21850.289779773448
407,15457.650370118674
408,13063.057103648782
409,18851.41780534899
410,14162.592902330449
